clientID,visitDate,channel,conversion,revenue
10131614,10/3/21,organic,1,4791.45
10136182,12/4/21,organic,1,1047.7
10146222,29/5/21,organic,1,317.7
10146089,7/5/21,googlePaidSearch,1,797.7
10141615,7/3/21,organic,1,267.7
10149705,30/4/21,organic,1,667.7
10146162,21/3/21,W+App,1,817.7
10146162,27/3/21,W+App,1,417.7
10146197,30/4/21,referral,1,817.7
10146204,8/5/21,organic,1,442.7
10156221,28/5/21,organic,1,1092.7
10156181,12/4/21,organic,1,1047.7
10156151,8/3/21,organic,1,462.65
10156197,29/4/21,googlePaidSearch,1,1638.45
10156197,30/4/21,googlePaidSearch,1,1079.65
10166171,31/3/21,organic,1,1877.45
10166184,15/4/21,organic,1,1067.7
10166218,24/5/21,organic,1,317.7
10166156,13/3/21,organic,1,417.7
10166175,4/4/21,organic,1,867.7
10166157,15/3/21,organic,1,567.7
10166205,9/5/21,organic,1,853.75
10176212,17/5/21,organic,1,2997.95
10176214,20/5/21,organic,1,367.7
10172235,30/5/21,organic,1,567.7
10186173,2/4/21,organic,1,317.7
10182165,22/5/21,organic,1,347.7
10186051,26/3/21,organic,1,497.7
10186051,8/4/21,organic,1,467.7
10186159,17/3/21,organic,1,317.7
10186222,29/5/21,organic,1,367.7
10186185,16/4/21,organic,1,567.7
10180972,14/3/21,organic,1,467.7
10186176,8/4/21,organic,1,1067.7
10186157,15/3/21,direct,1,676.55
10196209,14/5/21,organic,1,2161.95
10192034,7/5/21,organic,1,547.7
10196193,25/4/21,organic,1,367.7
10206164,23/3/21,W+App,1,1067.7
10206175,5/4/21,W+App,1,317.7
10206182,14/4/21,organic,1,367.7
10206204,8/5/21,organic,1,717.7
10211619,22/4/21,organic,1,1420.65
10216207,12/5/21,organic,1,2132.45
10226627,25/3/21,organic,1,567.7
10226184,15/4/21,organic,1,347.7
10226129,4/3/21,organic,1,457.7
10226222,28/5/21,organic,1,317.7
10226203,7/5/21,organic,1,602.7
10236154,12/3/21,organic,1,542.7
10236212,18/5/21,organic,1,617.7
10236212,22/5/21,organic,1,920.65
10236205,9/5/21,googlePaidSearch,1,2082.45
10236194,27/4/21,organic,1,470.65
10236148,6/3/21,organic,1,1182.45
10236162,20/3/21,organic,1,797.7
10246168,27/3/21,organic,1,217.7
10246197,30/4/21,googlePaidSearch,1,367.7
10246178,8/4/21,organic,1,667.7
10246188,29/4/21,googlePaidSearch,1,817.7
10241759,7/5/21,organic,1,467.7
10241622,27/5/21,organic,1,1217.7
10240099,4/5/21,googlePaidSearch,1,1197.7
10256218,25/5/21,direct,1,1017.7
10256161,11/4/21,organic,1,567.7
10256215,21/5/21,organic,1,367.7
10256209,13/5/21,organic,1,667.7
10266224,31/5/21,organic,1,917.7
10266174,3/4/21,direct,1,807.7
10266156,13/3/21,organic,1,242.7
10266147,10/3/21,organic,1,192.7
10266151,8/3/21,organic,1,367.7
10276202,12/5/21,organic,1,617.7
10286191,23/4/21,direct,1,717.7
10286174,4/4/21,organic,1,1137.7
10286188,20/4/21,organic,1,652.7
10286222,29/5/21,organic,1,558.6
10281581,16/3/21,organic,1,1947.2
10286191,23/4/21,organic,1,667.7
1028.162,4/5/21,organic,1,967.7
10286178,8/4/21,W+App,1,1067.7
10286208,13/5/21,organic,1,317.7
10286216,22/5/21,organic,1,317.7
10296189,21/4/21,organic,1,447.7
10296178,8/4/21,organic,1,1220.65
10296155,12/3/21,organic,1,1632.45
10291615,7/3/21,organic,1,617.7
10296211,16/5/21,organic,1,617.7
10296206,10/5/21,organic,1,617.7
10296205,9/5/21,direct,1,1647.2
10296171,31/3/21,organic,1,6774.2
10306106,29/4/21,direct,1,5662.7
10306154,11/3/21,organic,1,617.7
10306201,5/5/21,organic,1,617.7
10306201,8/5/21,organic,1,1023.6
10306212,18/5/21,organic,1,2647.2
10306217,23/5/21,googlePaidSearch,1,617.7
10306166,25/3/21,organic,1,770.65
10305894,12/5/21,organic,1,1588.35
10301617,30/3/21,organic,1,1747.2
10306168,27/3/21,organic,1,1117.7
10311622,31/5/21,organic,1,617.7
10316219,25/5/21,direct,1,567.7
10316182,12/4/21,organic,1,317.7
10316183,14/4/21,organic,1,317.7
10316205,9/5/21,organic,1,367.7
10316218,25/5/21,direct,1,567.7
10316218,25/5/21,direct,1,417.7
10316171,6/4/21,organic,1,817.7
10326201,5/5/21,googlePaidSearch,1,570.65
10326123,9/5/21,organic,1,1732.45
10326204,8/5/21,organic,1,1320.65
10326205,9/5/21,googlePaidSearch,1,1795.4
10326167,26/3/21,organic,1,1412.45
10326166,25/3/21,organic,1,467.7
10326163,21/3/21,organic,1,417.7
10336173,2/4/21,organic,1,917.7
10336173,5/5/21,googlePaidSearch,1,817.7
10336186,17/4/21,organic,1,317.7
10336093,22/4/21,organic,1,317.7
10336146,2/3/21,organic,1,926.55
10346152,14/3/21,organic,1,3594.9
10346209,13/5/21,organic,1,1582.45
10346205,9/5/21,organic,1,1476.55
10346183,14/4/21,organic,1,3711.95
10346155,12/3/21,organic,1,817.7
10346205,9/5/21,organic,1,670.65
10346222,29/5/21,organic,1,2335.4
10356215,20/5/21,organic,1,1682.45
10356179,9/4/21,organic,1,967.7
10361682,27/3/21,organic,1,1047.7
1036.162,4/5/21,organic,1,237.7
10366203,7/5/21,organic,1,467.7
10366202,8/5/21,organic,1,567.7
10366188,20/4/21,googlePaidSearch,1,417.7
10366161,19/3/21,direct,1,1070.65
10376178,8/4/21,direct,1,1682.45
10376216,23/5/21,organic,1,967.7
10376149,5/3/21,organic,1,1117.7
10376182,13/4/21,organic,1,717.7
10376203,7/5/21,organic,1,1167.7
10386166,25/3/21,organic,1,1170.65
10381618,10/4/21,direct,1,2132.45
10386168,28/3/21,direct,1,597.7
10386178,8/4/21,W+App,1,447.7
10386146,11/3/21,organic,1,367.7
10396216,22/5/21,organic,1,1217.7
1039.162,3/5/21,organic,1,1067.7
10396195,28/4/21,organic,1,467.7
10391617,30/3/21,organic,1,1117.7
10396193,25/4/21,googlePaidSearch,1,617.7
10396204,8/5/21,googlePaidSearch,1,617.7
10406151,7/3/21,organic,1,717.7
10406212,25/5/21,organic,1,1117.7
10406205,9/5/21,googlePaidSearch,1,577.7
10406161,19/3/21,organic,1,467.7
10406147,3/3/21,organic,1,817.7
10416163,21/3/21,organic,1,327.7
10416147,3/3/21,W+App,1,467.7
10416196,29/4/21,googlePaidSearch,1,917.7
10411913,23/4/21,organic,1,797.7
10416201,5/5/21,organic,1,267.7
10426219,26/5/21,direct,1,920.65
10426209,14/5/21,organic,1,2057.45
10421621,15/5/21,organic,1,342.7
10426198,1/5/21,googlePaidSearch,1,1172.7
10430626,3/3/21,organic,1,942.7
10435619,3/3/21,organic,1,867.7
10436205,9/5/21,googlePaidSearch,1,617.7
10436182,12/4/21,googlePaidSearch,1,617.7
10446182,12/4/21,organic,1,810.65
10446141,31/3/21,organic,1,1779.4
10446141,12/5/21,organic,1,1552.45
10441619,20/3/21,organic,1,773.6
10446187,24/4/21,googlePaidSearch,1,2647.2
10446159,6/4/21,organic,1,617.7
10446193,26/4/21,organic,1,617.7
10456194,26/4/21,organic,1,567.7
10456176,5/4/21,organic,1,317.7
10456148,5/3/21,organic,1,317.7
10456085,8/4/21,organic,1,317.7
10456161,22/3/21,organic,1,277.7
10466212,17/5/21,organic,1,167.7
10466206,10/5/21,organic,1,920.65
10466204,9/5/21,googlePaidSearch,1,2132.45
10466211,16/5/21,direct,1,567.7
10466194,26/4/21,organic,1,2903.1
10466036,8/3/21,organic,1,13597.65
10466036,9/3/21,organic,1,2236.05
10466036,15/3/21,organic,1,1055.7
10466036,24/3/21,organic,1,420.65
10466036,12/4/21,organic,1,1552.45
10466036,27/4/21,direct,1,137.7
10466036,20/5/21,direct,1,267.7
10466036,26/5/21,organic,1,1170.65
10476186,17/4/21,direct,1,2082.45
10476203,7/5/21,organic,1,297.7
10470834,11/3/21,organic,1,257.7
10476193,25/4/21,direct,1,492.7
10486215,21/5/21,organic,1,192.7
10483911,19/3/21,W+App,1,367.7
10486122,1/3/21,organic,1,692.7
10486191,23/4/21,organic,1,1001.55
10486085,8/3/21,organic,1,661.95
10496213,18/5/21,organic,1,617.7
10496147,3/3/21,organic,1,600.7
10496171,31/3/21,organic,1,532.7
10496222,29/5/21,W+App,1,820.65
10496195,27/4/21,organic,1,1552.45
10506159,17/3/21,organic,1,217.7
10504581,19/4/21,organic,1,677.7
10506155,12/3/21,organic,1,917.7
10506172,1/4/21,organic,1,1326.55
10506221,28/5/21,direct,1,5603.25
10506178,8/4/21,direct,1,7824.2
10516208,12/5/21,organic,1,717.7
10516175,5/4/21,direct,1,1067.7
10516213,18/5/21,googlePaidSearch,1,317.7
10516219,25/5/21,organic,1,317.7
10516219,26/5/21,organic,1,317.7
10521621,15/5/21,organic,1,773.6
10526151,20/3/21,organic,1,2747.2
10526201,5/5/21,organic,1,1623.6
10526186,18/4/21,organic,1,3107.2
10526157,15/3/21,organic,1,570.65
10526178,8/4/21,organic,1,1585.4
10521622,26/5/21,googlePaidSearch,1,1582.45
10526219,25/5/21,organic,1,367.7
10536092,10/4/21,organic,1,617.7
10536207,11/5/21,organic,1,617.7
10536154,12/3/21,organic,1,567.7
10536076,18/5/21,organic,1,317.7
10536076,20/5/21,organic,1,467.7
10536085,7/5/21,organic,1,1067.7
10536166,25/3/21,organic,1,367.7
10532097,15/5/21,organic,1,1088.6
10536157,15/3/21,direct,1,2972.2
10536199,7/5/21,organic,1,717.7
10536157,21/3/21,W+App,1,1826.55
1053.162,3/5/21,organic,1,4161.95
10536205,9/5/21,W+App,1,717.7
10536148,4/3/21,direct,1,1077.7
10531616,18/3/21,organic,1,437.7
10546212,18/5/21,organic,1,817.7
10546186,18/4/21,organic,1,1117.7
10546208,13/5/21,organic,1,577.7
10546169,29/3/21,organic,1,417.7
10546202,6/5/21,googlePaidSearch,1,717.7
10546206,21/5/21,organic,1,3053.1
10546117,26/5/21,organic,1,10500.6
10546117,27/5/21,organic,1,1605.15
10556173,2/4/21,organic,1,457.45
10556189,21/4/21,organic,1,842.7
10551905,22/4/21,organic,1,442.7
10556192,24/4/21,googlePaidSearch,1,467.7
10556204,8/5/21,W+App,1,1067.7
10556141,22/3/21,organic,1,573.6
10556168,27/3/21,organic,1,5868.15
10551616,18/3/21,organic,1,21822.45
10552243,31/5/21,organic,1,1217.7
10552017,5/5/21,organic,1,1167.7
10551622,26/5/21,googlePaidSearch,1,968.6
10556173,2/4/21,organic,1,1072.2
10566151,8/3/21,organic,1,317.7
10566216,22/5/21,organic,1,582.45
10566163,22/3/21,organic,1,1791.45
10566192,26/4/21,googlePaidSearch,1,1047.7
10562225,29/5/21,W+App,1,267.7
10565976,9/4/21,organic,1,567.7
10576204,8/5/21,organic,1,467.7
10576197,30/4/21,direct,1,1117.7
10576145,1/3/21,organic,1,870.65
10576156,14/3/21,organic,1,1857.45
10576177,6/4/21,organic,1,598.6
10571431,18/3/21,organic,1,1247.2
10576161,20/3/21,organic,1,1067.7
10576195,28/4/21,organic,1,470.65
10586172,1/4/21,organic,1,1182.45
10586197,30/4/21,organic,1,842.7
10586224,31/5/21,organic,1,542.7
10586087,23/4/21,googlePaidSearch,1,867.7
10586151,8/3/21,organic,1,717.7
10586202,6/5/21,organic,1,1110.65
10586156,13/3/21,organic,1,632.45
10586216,22/5/21,organic,1,917.7
10585817,10/5/21,organic,1,867.7
10596165,24/3/21,organic,1,617.7
10596165,19/4/21,googlePaidSearch,1,692.7
10596166,25/3/21,organic,1,942.7
10596151,8/3/21,organic,1,297.7
10591618,10/4/21,direct,1,207.7
10596191,23/4/21,googlePaidSearch,1,620.65
10596154,11/3/21,organic,1,2232.45
10591631,21/3/21,W+App,1,1034.7
10606191,25/4/21,organic,1,302.7
10606177,7/4/21,organic,1,1217.7
10616189,22/4/21,organic,1,1217.7
10616219,26/5/21,organic,1,1217.7
10616164,23/3/21,organic,1,1523.6
10616214,20/5/21,organic,1,3153.1
10626173,2/4/21,direct,1,3097.2
10626151,8/3/21,organic,1,332.7
10626167,26/3/21,organic,1,442.7
10636152,26/3/21,organic,1,617.7
10636185,16/4/21,organic,1,567.7
10635941,11/3/21,organic,1,320.65
10636193,25/4/21,googlePaidSearch,1,382.45
10636157,15/3/21,organic,1,617.7
10646148,5/3/21,organic,1,717.7
10646146,2/3/21,organic,1,1107.7
10641697,29/3/21,organic,1,517.7
10646169,28/3/21,W+App,1,317.7
10646169,2/5/21,W+App,1,417.7
10646195,28/4/21,direct,1,976.55
10656085,3/3/21,organic,1,1164.9
10656085,13/4/21,organic,1,688.35
10656085,14/4/21,organic,1,953.1
10656085,3/5/21,organic,1,827.2
10656156,13/3/21,googlePaidSearch,1,267.7
1065.162,4/5/21,organic,1,597.7
10656077,3/4/21,organic,1,517.7
10656206,11/5/21,organic,1,567.7
10666193,25/4/21,googlePaidSearch,1,367.7
10666146,2/3/21,direct,1,537.7
10666209,25/5/21,organic,1,157.7
10666216,22/5/21,organic,1,523.6
10666182,15/4/21,organic,1,1597.2
10666162,21/3/21,organic,1,317.7
1067.162,3/5/21,googlePaidSearch,1,367.7
10676174,13/4/21,organic,1,617.7
10679841,13/5/21,organic,1,1023.6
10671616,18/3/21,organic,1,3561.95
10676207,12/5/21,organic,1,6920.95
10676207,27/5/21,organic,1,10179.95
10676207,31/5/21,organic,1,5101.45
10676204,8/5/21,organic,1,156.55
10676204,9/5/21,organic,1,561.95
10676166,25/3/21,organic,1,820.65
10671881,27/4/21,organic,1,1592.45
10671846,16/4/21,googlePaidSearch,1,367.7
10686142,5/3/21,organic,1,513.6
10686142,7/5/21,organic,1,1277.2
10681491,16/4/21,googlePaidSearch,1,217.7
10686169,29/3/21,W+App,1,570.65
10696172,4/4/21,organic,1,1935.4
10696177,5/5/21,organic,1,2082.45
10696157,15/3/21,direct,1,317.7
10696221,31/5/21,direct,1,367.7
10696173,23/4/21,organic,1,617.7
10706204,8/5/21,organic,1,567.7
10706218,24/5/21,organic,1,773.6
10706147,3/3/21,organic,1,2647.2
10706177,7/4/21,direct,1,667.7
10706214,19/5/21,organic,1,867.7
10716176,5/4/21,direct,1,720.65
10716176,3/5/21,direct,1,1182.45
10716149,8/3/21,organic,1,867.7
10716105,5/3/21,organic,1,617.7
10711618,10/4/21,W+App,1,617.7
10711618,12/4/21,W+App,1,717.7
10716204,8/5/21,organic,1,1067.7
10716221,28/5/21,organic,1,467.7
10716166,25/3/21,organic,1,1117.7
10726223,30/5/21,organic,1,617.7
10721584,16/3/21,organic,1,617.7
10726174,4/4/21,organic,1,597.7
10724858,6/3/21,direct,1,497.7
10724858,8/3/21,direct,1,517.7
10726202,6/5/21,googlePaidSearch,1,667.7
10726203,8/5/21,googlePaidSearch,1,1273.6
10736127,1/3/21,organic,1,2647.2
10736127,1/4/21,organic,1,617.7
10736127,4/5/21,googlePaidSearch,1,537.7
10731992,3/5/21,googlePaidSearch,1,137.7
10731992,3/5/21,organic,1,217.7
10736178,8/4/21,organic,1,567.7
10736162,21/3/21,organic,1,317.7
10746197,3/5/21,organic,1,292.7
10746199,8/5/21,organic,1,242.7
10746179,9/4/21,organic,1,617.7
10746218,24/5/21,direct,1,617.7
10749114,12/3/21,organic,1,617.7
10741658,26/3/21,organic,1,717.7
10746147,3/3/21,organic,1,1523.6
10746201,4/5/21,direct,1,2647.2
10756204,8/5/21,organic,1,717.7
10756218,24/5/21,organic,1,1117.7
10756193,26/4/21,googlePaidSearch,1,567.7
10756147,3/3/21,organic,1,387.7
10756182,14/4/21,organic,1,717.7
10751618,10/4/21,direct,1,537.7
10766171,31/3/21,organic,1,217.7
10761616,18/3/21,organic,1,717.7
10761764,6/4/21,organic,1,1117.7
10766164,23/3/21,direct,1,567.7
10766224,31/5/21,organic,1,317.7
10766201,10/5/21,organic,1,367.7
10776165,24/3/21,organic,1,870.65
10776195,29/4/21,googlePaidSearch,1,1882.45
10776205,9/5/21,googlePaidSearch,1,617.7
10776187,18/4/21,organic,1,557.7
10786153,10/3/21,organic,1,247.7
10786207,11/5/21,direct,1,197.7
10786207,31/5/21,direct,1,177.7
10786104,12/3/21,W+App,1,167.7
10786212,17/5/21,direct,1,567.7
10796219,25/5/21,organic,1,467.7
10791554,29/4/21,organic,1,1199.7
10795981,29/5/21,organic,1,1736.55
10796184,17/4/21,googlePaidSearch,1,4111.95
10796156,13/3/21,organic,1,367.7
10791617,31/3/21,organic,1,567.7
10796167,26/3/21,organic,1,297.7
10796161,20/3/21,organic,1,470.65
10806148,4/3/21,organic,1,1582.45
10806205,9/5/21,organic,1,307.7
10806194,26/4/21,organic,1,267.7
10806167,26/3/21,organic,1,467.7
10806168,28/3/21,organic,1,1217.7
10806146,2/3/21,organic,1,1117.7
10816156,14/3/21,direct,1,617.7
10816122,12/4/21,organic,1,717.7
10816122,16/4/21,organic,1,1220.65
10816122,31/5/21,organic,1,1385.4
10816194,27/4/21,organic,1,1882.45
10816088,7/3/21,organic,1,567.7
10812055,9/5/21,direct,1,317.7
10816152,9/3/21,organic,1,317.7
10816203,7/5/21,googlePaidSearch,1,417.7
10816212,18/5/21,organic,1,1120.65
10816156,14/3/21,organic,1,1882.45
10816169,29/3/21,organic,1,617.7
10826188,20/4/21,organic,1,717.7
10826174,10/4/21,W+App,1,1117.7
10836216,22/5/21,organic,1,720.65
10836178,8/4/21,organic,1,1082.45
10836152,12/3/21,organic,1,367.7
10831608,30/4/21,organic,1,717.7
10836214,20/5/21,organic,1,1217.7
10836214,27/5/21,organic,1,1067.7
10835887,10/5/21,organic,1,317.7
10835887,28/5/21,organic,1,317.7
10846209,14/5/21,organic,1,467.7
10846224,31/5/21,organic,1,1117.7
10846182,13/4/21,organic,1,617.7
10841463,2/3/21,organic,1,670.65
10846197,30/4/21,googlePaidSearch,1,1238.35
10856179,15/4/21,googlePaidSearch,1,2397.2
10856217,23/5/21,direct,1,567.7
10851665,25/3/21,direct,1,873.6
10856201,5/5/21,googlePaidSearch,1,3157.2
10865934,2/3/21,organic,1,667.7
10866219,25/5/21,organic,1,617.7
10865818,30/5/21,organic,1,617.7
10866203,7/5/21,googlePaidSearch,1,617.7
10871615,21/3/21,organic,1,597.7
10876173,2/4/21,direct,1,467.7
10876193,25/4/21,googlePaidSearch,1,317.7
10876147,25/3/21,organic,1,417.7
10871618,10/4/21,organic,1,947.7
10876161,19/3/21,organic,1,1017.7
10871975,30/4/21,googlePaidSearch,1,617.7
10886198,1/5/21,organic,1,547.7
10886159,18/3/21,organic,1,197.7
10883524,2/4/21,organic,1,217.7
10896195,28/4/21,organic,1,317.7
10896213,18/5/21,organic,1,367.7
10896217,23/5/21,organic,1,567.7
10901615,6/3/21,direct,1,317.7
10901615,7/3/21,organic,1,317.7
10916147,4/3/21,organic,1,417.7
10916202,6/5/21,organic,1,923.6
10926157,15/3/21,organic,1,997.2
10921621,15/5/21,direct,1,1217.7
10926188,19/4/21,organic,1,1067.7
10926161,19/3/21,organic,1,467.7
10926215,21/5/21,organic,1,1067.7
10926179,9/4/21,organic,1,520.65
10926151,8/3/21,organic,1,1482.45
1093.162,3/5/21,organic,1,1217.7
10936203,7/5/21,organic,1,1320.65
10936179,16/4/21,googlePaidSearch,1,1582.45
10936179,9/4/21,direct,1,317.7
10936179,16/5/21,direct,1,470.65
10936181,15/4/21,W+App,1,1232.45
10936181,3/5/21,organic,1,1197.7
10936181,13/5/21,W+App,1,1117.7
10936181,14/5/21,W+App,1,1067.7
10936201,4/5/21,googlePaidSearch,1,277.7
10931616,18/3/21,W+App,1,147.7
10936208,13/5/21,organic,1,467.7
10946147,3/3/21,organic,1,317.7
10946207,11/5/21,direct,1,467.7
10946201,4/5/21,organic,1,1097.7
10946215,21/5/21,organic,1,617.7
10946147,3/3/21,organic,1,1126.55
10941617,30/3/21,organic,1,664.9
10941622,26/5/21,organic,1,732.45
10956223,31/5/21,organic,1,1160.65
10951618,10/4/21,organic,1,832.45
10956164,24/3/21,organic,1,667.7
10951683,27/3/21,organic,1,970.65
10966081,23/3/21,organic,1,1232.45
10966171,31/3/21,direct,1,1217.7
10966171,31/3/21,organic,1,1420.65
10961615,7/3/21,organic,1,2232.45
10966166,25/3/21,organic,1,1117.7
10976147,13/3/21,organic,1,567.7
10976057,3/3/21,direct,1,317.7
10976197,30/4/21,organic,1,417.7
10971958,28/4/21,direct,1,917.7
10976154,28/4/21,googlePaidSearch,1,867.7
10976221,28/5/21,direct,1,577.7
1097.162,3/5/21,organic,1,824.6
10971617,30/3/21,direct,1,2652.2
10986218,24/5/21,organic,1,567.7
10986177,10/4/21,organic,1,367.7
10981615,10/3/21,organic,1,717.7
10991595,21/5/21,organic,1,1217.7
10996158,16/3/21,organic,1,1067.7
10996201,5/5/21,organic,1,317.7
10996205,9/5/21,organic,1,277.7
10995976,12/4/21,W+App,1,117.7
10991974,30/4/21,googlePaidSearch,1,417.7
10996223,30/5/21,organic,1,927.7
11006212,18/5/21,organic,1,917.7
11006166,25/3/21,organic,1,770.65
11006148,6/3/21,direct,1,1317.45
11006171,13/4/21,organic,1,252.7
11006164,22/3/21,organic,1,347.7
11006164,29/3/21,organic,1,217.7
11006152,9/3/21,organic,1,467.7
1100.162,4/5/21,organic,1,1623.6
11006214,19/5/21,organic,1,3097.2
11006164,23/3/21,organic,1,367.7
11016183,13/4/21,organic,1,570.65
11016213,19/5/21,organic,1,382.45
11016172,4/4/21,organic,1,567.7
11016213,18/5/21,organic,1,422.7
11011621,15/5/21,direct,1,842.7
11026205,9/5/21,googlePaidSearch,1,585.65
11026203,7/5/21,organic,1,1807.45
11026182,13/4/21,organic,1,1120.65
11026161,21/3/21,organic,1,582.45
11026149,5/3/21,organic,1,297.7
11036167,26/3/21,W+App,1,242.7
11036191,23/4/21,googlePaidSearch,1,745.65
11036177,13/4/21,direct,1,1847.45
11036152,9/3/21,organic,1,445.65
11031615,7/3/21,direct,1,572.45
11046193,26/4/21,googlePaidSearch,1,520.65
11046196,29/4/21,organic,1,1662.45
11046167,27/3/21,organic,1,717.7
11046205,9/5/21,organic,1,367.7
11046204,8/5/21,direct,1,567.7
11046146,2/3/21,organic,1,367.7
11055931,5/3/21,organic,1,617.7
11055888,10/5/21,organic,1,617.7
11056085,8/3/21,organic,1,1123.6
11056158,16/3/21,organic,1,3247.2
11056223,30/5/21,organic,1,1167.7
11056194,26/4/21,organic,1,917.7
11056185,16/4/21,organic,1,797.7
11051457,1/3/21,organic,1,267.7
11066186,17/4/21,googlePaidSearch,1,617.7
11066189,20/4/21,googlePaidSearch,1,617.7
11061617,30/3/21,direct,1,567.7
11066192,24/4/21,organic,1,317.7
11076214,19/5/21,organic,1,317.7
11076201,5/5/21,googlePaidSearch,1,317.7
11076196,29/4/21,organic,1,367.7
11076183,14/4/21,organic,1,567.7
11086207,11/5/21,organic,1,467.7
11086162,20/3/21,organic,1,1117.7
11086198,1/5/21,organic,1,617.7
11096149,5/3/21,organic,1,587.7
11096149,5/3/21,direct,1,467.7
11096172,1/4/21,organic,1,770.65
11096211,16/5/21,organic,1,1322.45
11091766,6/4/21,organic,1,317.7
11096196,29/4/21,googlePaidSearch,1,567.7
11096206,10/5/21,organic,1,287.7
11106162,20/3/21,organic,1,217.7
11106143,19/4/21,organic,1,617.7
11106172,1/4/21,organic,1,567.7
11119271,10/4/21,W+App,1,367.7
11116199,2/5/21,googlePaidSearch,1,577.7
11116147,3/3/21,W+App,1,407.7
11115082,24/3/21,organic,1,870.65
11116163,22/3/21,organic,1,2115.4
11126154,11/3/21,organic,1,482.45
11126185,16/4/21,organic,1,367.7
11126203,7/5/21,googlePaidSearch,1,717.7
11136176,12/5/21,organic,1,1117.7
11136149,5/3/21,organic,1,617.7
11136152,9/3/21,organic,1,667.7
11136191,23/4/21,direct,1,967.7
